id,registrationId,疾患名,疾患略語,手法,調査種別,対象者種別,専門,実績数,問合せのみ,対象条件,薬剤,リクルート実施,モデレーター,クライアント,エンドクライアント,PJ番号,実施年月,登録担当,登録日
256,20251023-0256,慢性炎症性脱髄性多発根神経炎,CIDP,IDI,定性,患者,,6,FALSE,18～75歳 でCIDPと診断されてから1年以上経過しており診断にあたり神経電動検査を受けている。過去６ヶ月以上に専門医を受診し、現在、CIDP治療に処方薬を服用／使用中。CIDPにより、日常生活に影響がある(多少～著しい影響）患者,,3Hメディソリューションズ/キャンドゥ,,Fieldcats,,Y10037186,2025/2/1,大塚,
257,20251023-0257,慢性炎症性脱髄性多発根神経炎,CIDP,IDI,定性,看護師,,4,FALSE,過去12ヶ月間に管理/診療した成人CIDP患者数 が５人以上,,3Hメディソリューションズ/キャンドゥ,,Fieldcats,,Y10037186,2025/2/1,大塚,
258,20251023-0258,慢性炎症性脱髄性多発根神経炎,CIDP,IDI,定性,医師,脳神経内科,14,FALSE,過去12ヶ月間に管理/診療した成人CIDP患者数 が５人以上,,3Hメディソリューションズ/キャンドゥ,,Fieldcats,,Y10037186,2025/2/1,大塚,
259,20251023-0259,慢性炎症性脱髄性多発根神経炎,CIDP,IDI,定性,医師,末梢神経障害専門,3,FALSE,過去12ヶ月間に管理/診療した成人CIDP患者数 が５人以上,,3Hメディソリューションズ/キャンドゥ,,Fieldcats,,Y10037186,2025/2/1,大塚,
260,20251023-0260,ナルコレプシー,Narcolepsy,IDI,定性,患者,,5,FALSE,18歳以上のナルコレプシーと診断された患者,,3Hメディソリューションズ,,Fieldcats,,Y10033255,2025/2/1,大塚,
261,20251023-0261,肥満症,Obesity,IDI,定性,患者,,10,FALSE,18歳以上の高度肥満症または肥満症を有する成人,,アスマーク,,Fieldcats,,Y07054186,2024/8/1,大塚,
262,20251023-0262,局所進行性切除不能膵がん,Locally advanced unresectable pancreatic cancer,IDI,定性,医師,腫瘍内科,4,FALSE,過去12ヶ月に膵臓がん患者を10人以上診療,,3Hメディソリューションズ/キャンドゥ,,Fieldcats,,Y07009786,2024/9/1,大塚,
263,20251023-0263,局所進行性切除不能膵がん,Locally advanced unresectable pancreatic cancer,IDI,定性,医師,消化器外科,1,FALSE,過去12ヶ月に膵臓がん患者を10人以上診療,,3Hメディソリューションズ/キャンドゥ,,Fieldcats,,Y07009786,2024/9/1,大塚,
264,20251023-0264,局所進行性切除不能膵がん,Locally advanced unresectable pancreatic cancer,IDI,定性,医師,消化器内科,1,FALSE,過去12ヶ月に膵臓がん患者を10人以上診療,,3Hメディソリューションズ/キャンドゥ,,Fieldcats,,Y07009786,2024/9/1,大塚,
265,20251023-0265,局所進行性切除不能膵がん,Locally advanced unresectable pancreatic cancer,IDI,定性,医師,放射線科,2,FALSE,過去12ヶ月に膵臓がん患者を10人以上診療,,3Hメディソリューションズ/キャンドゥ,,Fieldcats,,Y07009786,2024/9/1,大塚,
266,20251023-0266,局所進行性切除不能膵がん,Locally advanced unresectable pancreatic cancer,IDI,定性,患者,,4,FALSE,18～75歳で局所進行、切除不能、転移なし の膵臓がんと診断された患者またはその介護者,,3Hメディソリューションズ/キャンドゥ,,Fieldcats,,Y07009786,2024/9/1,大塚,
267,20251023-0267,慢性閉塞性肺疾患,COPD,IDI,定性,患者,,11,FALSE,40～85歳で慢性閉塞性肺疾患(COPD)、慢性気管支炎、肺気腫と診断され、現在治療薬を使用/服用している患者	または、患者を介護している18歳以上の介護者,,3Hメディソリューションズ,須田冨士子,Fieldcats,,X07073167,2024/12/1,大塚,
268,20251023-0268,慢性閉塞性肺疾患,COPD,IDI,定性,介護者,,3,FALSE,40～85歳で慢性閉塞性肺疾患(COPD)、慢性気管支炎、肺気腫と診断され、現在治療薬を使用/服用している患者	または、患者を介護している18歳以上の介護者,,3Hメディソリューションズ,須田冨士子,Fieldcats,,X07073167,2024/12/1,大塚,
269,20251023-0269,雇用機会,Employment opportunities,IDI,定性,その他（求職者）,,4,FALSE,18～64歳までの生まれてからずっと日本に居住しており年収が960万円未満の人,,アスマーク,山本駿人,Fieldcats,,Y04038167,2024/11/1,大塚,
270,20251023-0270,非閉塞性肥大型心筋症,nHCM,IDI,定性,医師,循環器科,12,FALSE,過去12ヶ月に非閉塞性肥大型心筋症患者を5人以上診療,,キャンドゥ,斉藤靖雄,Fieldcats,,X05029167,2024/7/1,大塚,
272,20251023-0272,非閉塞性肥大型心筋症,nHCM,IDI,定性,患者,,1,FALSE,18歳以上で肥大型心筋症(HCM)／家族性肥大型心筋症 と診断されている,,3Hメディソリューションズ/キャンドゥ/アスマーク,斉藤靖雄,Fieldcats,,X07050186,2023/11/1,大塚,
273,20251023-0273,非閉塞性肥大型心筋症,nHCM,IDI,定性,医師,循環器内科,10,FALSE,過去12ヶ月に非閉塞性肥大型心筋症患者を循環器科医は15人以上、かかりつけ医は1人以上診療,,3Hメディソリューションズ/キャンドゥ/アスマーク,斉藤靖雄,Fieldcats,,X07050186,2023/11/1,大塚,
274,20251023-0274,非閉塞性肥大型心筋症,nHCM,IDI,定性,医師,かかりつけ医,1,FALSE,過去12ヶ月に非閉塞性肥大型心筋症患者を循環器科医は15人以上、かかりつけ医は1人以上診療,,3Hメディソリューションズ/キャンドゥ/アスマーク,斉藤靖雄,Fieldcats,,X07050186,2023/11/1,大塚,
275,20251023-0275,潰瘍性大腸炎,Ulcerative Colitis,IDI,定性,医師,消化器内科,10,FALSE,過去3ヶ月に中等度と重度合わせて25人以上の潰瘍性大腸炎患者を診療,,キャンドゥ,米村雅之,Fieldcats,,不明(W03027167？),2022/5/1,大塚,
276,20251023-0276,がん4種,The four major types of Tumor/Cancer,IDI,定性,医師,放射線科/放射線腫瘍科,12,FALSE,過去12ヵ月以内に、膠芽腫患者を5人以上、または、非小細胞肺がん 患者を20人以上、または卵巣がん患者を10人以上、または膵臓がん患者を10人以上診療,,キャンドゥ,,Fieldcats,,不明(W12026167？),2023/2/1,大塚,
277,20251023-0277,がん4種,The four major types of Tumor/Cancer,IDI,定性,医師,脳神経外科,2,FALSE,過去12ヵ月以内に、膠芽腫患者を5人以上、または、非小細胞肺がん 患者を20人以上、または卵巣がん患者を10人以上、または膵臓がん患者を10人以上診療,,キャンドゥ,,Fieldcats,,不明(W12026167？),2023/2/1,大塚,
278,20251023-0278,がん4種,The four major types of Tumor/Cancer,IDI,定性,医師,呼吸器内科,1,FALSE,過去12ヵ月以内に、膠芽腫患者を5人以上、または、非小細胞肺がん 患者を20人以上、または卵巣がん患者を10人以上、または膵臓がん患者を10人以上診療,,キャンドゥ,,Fieldcats,,不明(W12026167？),2023/2/1,大塚,
279,20251023-0279,がん4種,The four major types of Tumor/Cancer,IDI,定性,医師,呼吸器外科,1,FALSE,過去12ヵ月以内に、膠芽腫患者を5人以上、または、非小細胞肺がん 患者を20人以上、または卵巣がん患者を10人以上、または膵臓がん患者を10人以上診療,,キャンドゥ,,Fieldcats,,不明(W12026167？),2023/2/1,大塚,
280,20251023-0280,がん4種,The four major types of Tumor/Cancer,IDI,定性,医師,婦人科/乳腺外科,2,FALSE,過去12ヵ月以内に、膠芽腫患者を5人以上、または、非小細胞肺がん 患者を20人以上、または卵巣がん患者を10人以上、または膵臓がん患者を10人以上診療,,キャンドゥ,,Fieldcats,,不明(W12026167？),2023/2/1,大塚,
281,20251023-0281,急性骨髄性白血病,AML,Webアンケート,定量,医師,血液腫瘍内科,54,FALSE,過去6ヶ月にAML患者を６人以上診療,,日経BP,,Holden,,Y10074178,2024/12/1,大塚,
282,20251023-0282,IgA腎症,"IgA nephropathy, IgAN",IDI,定性,医師,腎臓内科,15,FALSE,過去12ヶ月にIgA腎症患者を8人以上診療,,キャンドゥ,斉藤靖雄,Holden,,Y09043129,2024/11/1,大塚,
283,20251023-0283,局所進行結腸がん,Locally advanced colon cancer,IDI,定性,患者,,6,FALSE,18～75歳の結腸がんと診断された抗がん剤治療と手術を受けた患者,,3Hメディソリューションズ,,Holden,,Y09040167,2024/10/1,大塚,
284,20251023-0284,局所進行結腸がん,Locally advanced colon cancer,IDI,定性,介護者,,1,FALSE,18～75歳の結腸がんと診断された抗がん剤治療と手術を受けた患者の介護者,,3Hメディソリューションズ,,Holden,,Y09040167,2024/10/1,大塚,
285,20251023-0285,局所進行結腸がん,Locally advanced colon cancer,IDI,定性,医師,放射線科,3,FALSE,過去6ヶ月に結腸癌患者を腫瘍内科医/ 消化器腫瘍内科医 / 外科医は30人以上、消化器内科医/ 病理医は5人以上診療,,キャンドゥ,,Holden,,Y09040167,2024/11/1,大塚,
286,20251023-0286,局所進行結腸がん,Locally advanced colon cancer,IDI,定性,医師,消化器内科・外科,2,FALSE,過去6ヶ月に結腸癌患者を腫瘍内科医/ 消化器腫瘍内科医 / 外科医は30人以上、消化器内科医/ 病理医は5人以上診療,,キャンドゥ,,Holden,,Y09040167,2024/11/1,大塚,
287,20251023-0287,多発性骨髄腫,Multiple myeloma,Webアンケート,定量,医師,血液内科、腫瘍内科、内科,20,FALSE,一年間に症候性の多発性骨髄腫患者を6人以上診療,,日経BP,,Holden,,Y09034186,2024/9/1,大塚,
288,20251023-0288,甲状腺関連眼疾患,Thyroid Eye Disease,Webアンケート,定量,医師,内分泌専門医/甲状腺専門医,20,FALSE,過去6ヶ月に、甲状腺眼症 、バセドウ病眼症 、甲状腺関連眼症 患者を内分泌専門医、眼科医は4人以上診療、,,日経BP,,Holden,,Y08047225,2024/9/1,大塚,
289,20251023-0289,甲状腺関連眼疾患,Thyroid Eye Disease,Webアンケート,定量,医師,眼科医,30,FALSE,過去6ヶ月に、甲状腺眼症 、バセドウ病眼症 、甲状腺関連眼症 患者を内分泌専門医、眼科医は4人以上診療、,,日経BP,,Holden,,Y08047225,2024/9/1,大塚,
290,20251023-0290,脂肪肝,SLD,IDI,定性,医師,精神科,2,FALSE,過去3ヶ月に脂肪肝患者を消化器専門医、肝胆膵専門医 は20人以上、かかりつけ医、内分泌科医、精神科医は10人以上診療,,キャンドゥ,,Holden,,Y08006186,2024/8/1,大塚,
291,20251023-0291,脂肪肝,SLD,IDI,定性,医師,一般内科医／総合診療医,1,FALSE,過去3ヶ月に脂肪肝患者を消化器専門医、肝胆膵専門医 は20人以上、かかりつけ医、内分泌科医、精神科医は10人以上診療,,キャンドゥ,,Holden,,Y08006186,2024/8/1,大塚,
292,20251023-0292,脂肪肝,SLD,IDI,定性,医師,内分泌／代謝専門医,1,FALSE,過去3ヶ月に脂肪肝患者を消化器専門医、肝胆膵専門医 は20人以上、かかりつけ医、内分泌科医、精神科医は10人以上診療,,キャンドゥ,,Holden,,Y08006186,2024/8/1,大塚,
293,20251023-0293,脂肪肝,SLD,IDI,定性,医師,肝臓専門医,2,FALSE,過去3ヶ月に脂肪肝患者を消化器専門医、肝胆膵専門医 は20人以上、かかりつけ医、内分泌科医、精神科医は10人以上診療,,キャンドゥ,,Holden,,Y08006186,2024/8/1,大塚,
294,20251023-0294,変形性膝関節症,Knee osteoarthritis,IDI,定性,医師,整形外科,14,FALSE,3ヶ月に診療する変形性膝関節症患者のうち疼痛を伴う中等度から重度の患者の割合が30％以上,,キャンドゥ,,Holden,,Y07074186,2024/10/1,大塚,
295,20251023-0295,膀胱がん,Bladder cancer,Webアンケート,定量,医師,泌尿器科,60,FALSE,3ヶ月に膀胱がん/尿路上皮がんの成人患者を5人以上診療、切除不能な筋層浸潤性膀胱癌又は転移性膀胱/尿路上皮がん（mUC）患者が4人以上診療。,,日経BP,,Holden,,Y07050225,2024/8/1,大塚,
296,20251023-0296,シェーグレン症候群,Sjögren’s syndrome,IDI,定性,医師,リウマチ科,10,FALSE,過去12ヵ月にシェーグレン症候群 (SjD) の患者を60人以上診療,,キャンドゥ,,Holden,,Y07029186,2024/8/1,大塚,
297,20251023-0297,多発性骨髄腫,Multiple myeloma,Webアンケート,定量,医師,腫瘍内科/血液内科/血液腫瘍内科,22,FALSE,多発性骨髄腫（症候性多発性骨髄腫）患者を10人以上診療。,,日経BP,,Holden,,Y07008225,2024/7/1,大塚,
298,20251023-0298,転移性尿路上皮がん,Metastatic urothelial cancer,IDI,定性,医師,泌尿器科,8,FALSE,過去3ヶ月に切除不能な局所進行性または転移性尿路上皮がんの患者数を3人以上診療,,キャンドゥ,,Holden,,Y06085186,2024/7/1,大塚,
299,20251023-0299,転移性胃腺がん／胃食道接合部腺がん,Metastatic gastric adenocarcinoma/Gastroesophageal junction adenocarcinoma,IDI,定性,医師,消化器腫瘍科,1,FALSE,過去3ヶ月に胃がんと胃食道接合部 (GEJ) がん患者を30人以上診療,,キャンドゥ,,Holden,,Y06068129,2024/8/1,大塚,
300,20251023-0300,転移性胃腺がん／胃食道接合部腺がん,Metastatic gastric adenocarcinoma/Gastroesophageal junction adenocarcinoma,IDI,定性,医師,消化器内科,6,FALSE,過去3ヶ月に胃がんと胃食道接合部 (GEJ) がん患者を30人以上診療,,キャンドゥ,,Holden,,Y06068129,2024/8/1,大塚,
301,20251023-0301,転移性胃腺がん／胃食道接合部腺がん,Metastatic gastric adenocarcinoma/Gastroesophageal junction adenocarcinoma,IDI,定性,医師,病理科,3,FALSE,過去3ヶ月に胃がんと胃食道接合部 (GEJ) がん患者を30人以上診療,,キャンドゥ,,Holden,,Y06068129,2024/8/1,大塚,
302,20251023-0302,転移性胃腺がん／胃食道接合部腺がん,Metastatic gastric adenocarcinoma/Gastroesophageal junction adenocarcinoma,IDI,定性,医師,上部消化器外科,3,FALSE,過去3ヶ月に胃がんと胃食道接合部 (GEJ) がん患者を30人以上診療,,キャンドゥ,,Holden,,Y06068129,2024/8/1,大塚,
303,20251023-0303,転移性胃腺がん／胃食道接合部腺がん,Metastatic gastric adenocarcinoma/Gastroesophageal junction adenocarcinoma,IDI,定性,医師,腫瘍内科,2,FALSE,過去3ヶ月に胃がんと胃食道接合部 (GEJ) がん患者を30人以上診療,,キャンドゥ,,Holden,,Y06068129,2024/8/1,大塚,
304,20251023-0304,パーキンソン病,Parkinson’s disease,IDI,定性,医師,神経科,6,FALSE,1ヶ月に特発性パーキンソン病 患者を10人以上診療,,キャンドゥ,,Holden,,Y06050129,2024/7/1,大塚,
305,20251023-0305,パーキンソン病,Parkinson’s disease,IDI,定性,医師,運動障害専門医,3,FALSE,1ヶ月に特発性パーキンソン病 患者を10人以上診療,,キャンドゥ,,Holden,,Y06050129,2024/7/1,大塚,
306,20251023-0309,C3腎症,"C3 Glomerulopathy, C3G",IDI,定性,医師,腎臓内科,1,FALSE,過去12ヶ月でC3腎症患者を1人以上診療,,キャンドゥ,,Holden,,Y05065225,2024/6/1 0:00,大塚,
307,20251023-0310,COVID19予防薬,COVID-19 preventive medication,Webアンケート,定量,医師,血液内科・血液腫瘍内科,55,FALSE,過去12ヶ月に診療した造血器悪性腫瘍患者と過去2年以内に造血幹細胞移植を受けた患者の合計が40人以上,,日経BP,,Holden,,Y05040186,2024/5/1 0:00,大塚,
308,20251023-0311,乾癬,Psoriasis,IDI,定性,医師,皮膚科医,20,FALSE,過去1ヶ月に中程度と重度の乾癬患者を合計で10人以上診療,,キャンドゥ,,Holden,,Y05017129,2024/6/1 0:00,大塚,
309,20251023-0312,眼科用顕微鏡,Ophthalmic surgical microscope,Webアンケート,定量,医師,白内障専門医,35,FALSE,1ヶ月に白内障専門医は白内障／網膜硝子体／低侵襲緑内障／屈折矯正手術を20件以上、網膜専門医は白内障／網膜硝子体手術を12件以上行っていること,,日経BP,,Holden,,Y04063186,2024/4/1 0:00,大塚,
310,20251023-0313,眼科用顕微鏡,Ophthalmic surgical microscope,Webアンケート,定量,医師,網膜専門医,45,FALSE,1ヶ月に白内障専門医は白内障／網膜硝子体／低侵襲緑内障／屈折矯正手術を20件以上、網膜専門医は白内障／網膜硝子体手術を12件以上行っていること,,日経BP,,Holden,,Y04063186,2024/4/1 0:00,大塚,
311,20251023-0314,全身性エリテマトーデス,SLE,IDI,定性,医師,リウマチ科,9,FALSE,過去12ヶ月に全身性エリテマトーデス(SLE) 患者を20人以上診療、皮膚エリテマトーデス(CLE) を2人以上診療,,キャンドゥ,,Holden,,Y04033129,2024/5/1 0:00,大塚,
312,20251023-0315,慢性特発性蕁麻疹,CSU,IDI,定性,医師,皮膚科,6,FALSE,1ヶ月に従来型(Traditional)の患者を1人以上、または革新型( Innovator)の患者を3人以上診療,,キャンドゥ,,Holden,,Y04015129,2024/6/1 0:00,大塚,
313,20251023-0316,慢性特発性蕁麻疹,CSU,IDI,定性,医師,内科,1,FALSE,1ヶ月に従来型(Traditional)の患者を1人以上、または革新型( Innovator)の患者を3人以上診療,,キャンドゥ,,Holden,,Y04015129,2024/6/1 0:00,大塚,
314,20251023-0317,アルコール関連肝疾患,ALD/metALD,IDI,定性,医師,一般内科/総合診療科,6,FALSE,直近3ヶ月に進行性肝疾患(MetALD / ALD)患者を5人以上、代謝異常関連脂肪性肝炎(MASH) 患者を5人以上診療,,キャンドゥ,,Holden,,Y04010167,2024/6/1 0:00,大塚,
315,20251023-0318,アルコール関連肝疾患,ALD/metALD,IDI,定性,医師,精神科,5,FALSE,直近3ヶ月に進行性肝疾患(MetALD / ALD)患者を5人以上、代謝異常関連脂肪性肝炎(MASH) 患者を5人以上診療,,キャンドゥ,,Holden,,Y04010167,2024/6/1 0:00,大塚,
316,20251023-0319,アルコール関連肝疾患,ALD/metALD,IDI,定性,医師,肝臓専門医/肝胆膵専門医,8,FALSE,直近3ヶ月に進行性肝疾患(MetALD / ALD)患者を5人以上、代謝異常関連脂肪性肝炎(MASH) 患者を5人以上診療,,キャンドゥ,,Holden,,Y04010167,2024/6/1 0:00,大塚,
317,20251023-0320,アルコール関連肝疾患,ALD/metALD,IDI,定性,医師,消化器専門医,4,FALSE,直近3ヶ月に進行性肝疾患(MetALD / ALD)患者を5人以上、代謝異常関連脂肪性肝炎(MASH) 患者を5人以上診療,,キャンドゥ,,Holden,,Y04010167,2024/6/1 0:00,大塚,
318,20251023-0321,アルコール関連肝疾患,ALD/metALD,IDI,定性,医師,内分泌/代謝専門医,6,FALSE,直近3ヶ月に進行性肝疾患(MetALD / ALD)患者を5人以上、代謝異常関連脂肪性肝炎(MASH) 患者を5人以上診療,,キャンドゥ,,Holden,,Y04010167,2024/6/1 0:00,大塚,
319,20251023-0322,IgA腎症治療薬の名称に関するアンケート調査,Survey on the Naming of Therapeutic Drugs for IgA Nephropathy,Webアンケート,定量,医師,腎臓内科,不明,FALSE,過去3ヶ月にIgA腎症患者を3人以上診療,,不明,,Holden,,Y03059186,2024/3/1 0:00,大塚,
320,20251023-0323,IgA腎症治療薬の名称に関するアンケート調査,Survey on the Naming of Therapeutic Drugs for IgA Nephropathy,Webアンケート,定量,看護師,,不明,FALSE,腎臓内科、もしくは透析室の看護師として勤務,,不明,,Holden,,Y03059186,2024/3/1 0:00,大塚,
322,20251023-0325,閉鎖式薬物移送システム,CSTD,会場調査,定性,看護師,,18,FALSE,CSTDの使用経験があり、看護師・薬剤師として週24時間勤務,,キャンドゥ,,Holden,,Y03097129,2024/6/1 0:00,大塚,
323,20251023-0326,閉鎖式薬物移送システム,CSTD,会場調査,定性,薬剤師,,17,FALSE,CSTDの使用経験があり、看護師・薬剤師として週24時間勤務,,キャンドゥ,,Holden,,Y03097129,2024/6/1 0:00,大塚,
324,20251023-0327,軟性尿管鏡検査処置,Flexible ureteroscopy procedure,Webアンケート,定量,医師,泌尿器科,20,FALSE,1年間で軟性尿管鏡検査処置を20件以上実施しており、特定の軟性尿管鏡検査機器ブランドを使用している,,日経BP,,Holden,,Y03058225,2024/3/1 0:00,大塚,
325,20251023-0328,全身性エリテマトーデス,SLE,Webアンケート,定量,医師,腎臓内科（内科含む）,15,FALSE,１ヶ月に50人以上の患者を診療,,日経BP,,Holden,,Y02022225,2024/2/1 0:00,大塚,
326,20251023-0329,全身性エリテマトーデス,SLE,Webアンケート,定量,医師,リウマチ・膠原病内科(内科含),5,FALSE,１ヶ月に50人以上の患者を診療,,日経BP,,Holden,,Y02022225,2024/2/1 0:00,大塚,
327,20251023-0330,多発性骨髄腫,MM,Webアンケート,定量,医師,血液内科/腫瘍内科/腫瘍外科,40,FALSE,過去3か月間に薬物療法を開始した（導入療法、維持療法を問わず）2L以降のMM患者合計が①リスト内：3名以上②リスト外：5名以上,,日経BP,,Holden,,Y02010225,2024/2/1 0:00,大塚,
328,20251023-0331,HIV(ヒト免疫不全ウイルス),HIV,IDI,定性,患者,不明,不明,FALSE,18歳以上でHIVと診断されている,,,,Holden,,Y02019129,不明,大塚,
329,20251023-0332,好酸球性食道炎,EoE,IDI,定性,医師,消化器内科,7,FALSE,過去12ヶ月に好酸球性食道炎患者を5人以上診療,,キャンドゥ,,Holden,,Y01082167,2024/3/1 0:00,大塚,
330,20251023-0333,非小細胞肺がん,"Non-Small Cell Lung Cance, NSCLC",IDI,定性,医師,呼吸器外科,11,FALSE,過去6ヶ月にIIA～IIIB期の非小細胞肺がん（NSCLC）患者を7人以上診療,,キャンドゥ,,Holden,,Y01026186,2024/2/1 0:00,大塚,
331,20251023-0334,デュシェンヌ型筋ジストロフィー,DMD,Webアンケート,定量,医師,脳神経内科/小児神経科,10,FALSE,過去12か月に大学病院の場合は５名以上、一般病院は１名以上DMD患者を診療,,日経BP,,Holden,,X12061186,2023/12/1 0:00,大塚,
332,20251023-0335,血友病B,Hemophilia B,Webアンケート,定量,医師,不明,不明,FALSE,過去12ヶ月に血友病患者を1人以上診療？,,,,Holden,,X12031225,不明,大塚,
333,20251023-0336,複数癌種,Multiple Cancer Types,不明,定量,医師,不明,20,FALSE,不明,,,,Holden,,X12029225,不明,大塚,
334,20251023-0338,アトピー性皮膚炎・結節性痒疹,Atopic dermatitis/Prurigo nodularis,Webアンケート,定量,医師,アレルギー科/皮膚科,不明,FALSE,15歳以上の中等度～重度のアトピー性皮膚炎患者さんを月に5名以上、結節性痒疹患者さんは月に5名以上診療,,日経BP,,Holden,,X12027186,2023/12/1 0:00,大塚,
336,20251023-0340,パーキンソン病,Parkinson's Disease,IDI,定性,介護者,,不明,FALSE,18～64歳のパーキンソン病と診断されホーン・ヤールの重症度分類が1～3度、治療にレポドパを使用している患者及び、患者の18歳以上の介護者,,アスマーク,,Holden,,X12021178,2024/1/1 0:00,大塚,
337,20251023-0341,パーキンソン病,Parkinson's Disease,IDI,定性,患者,,不明,FALSE,18～64歳のパーキンソン病と診断されホーン・ヤールの重症度分類が1～3度、治療にレポドパを使用している患者及び、患者の18歳以上の介護者,,3Hメディソリューションズ,,Holden,,X12021178,2024/1/1 0:00,大塚,
339,20251023-0344,統合失調症,Schizophrenia,Webアンケート,定量,医師,精神科,40,FALSE,1ヶ月に統合失調症の成人患者を40名以上診療,,日経BP,,Holden,,X11054186,2023/11/1 0:00,大塚,
340,20251023-0345,小児グリオーマ,Pediatric Glioma,IDI,定性,医師,小児科,3,FALSE,過去2年間に神経線維腫症1型患者を1人以上診療,,キャンドゥ,,Holden,,X11052186,2024/3/1 0:00,大塚,
341,20251023-0346,小児グリオーマ,Pediatric Glioma,IDI,定性,医師,脳神経外科,4,FALSE,過去2年間に神経線維腫症1型患者を1人以上診療,,キャンドゥ,,Holden,,X11052186,2024/3/1 0:00,大塚,
342,20251023-0347,経皮的僧帽弁接合不全修復術,"経皮的僧帽弁接合不全修復術（Transcatheter Edge-to-Edge Repair, TEER",Webアンケート,定量,医師,循環器科,20,FALSE,経皮的僧帽弁接合不全修復システム術認定施設で経皮的僧帽弁接合不全修復術（TEER）の手技を行っている。,,日経BP,,Holden,,X11050186,2024/1/1 0:00,大塚,
343,20251023-0348,頭頸部扁平上皮癌,HNSCC,IDI,定性,医師,耳鼻咽喉科／頭頸部外科,8,FALSE,頭頸部がんを専門とする耳鼻咽喉科医または口腔顎顔面外科医 。インターベンショナル・ラジオロジスト、インターベンショナル・ニューロラジオロジスト、頭頸部癌の経験を有する頭頸部診断放射線科医。頭頸部がんの経験を持つ放射線腫瘍科医。頭頸部がんの経験を持つ腫瘍内科医。,,キャンドゥ,,Holden,,X08054178,2023/9/1 0:00,大塚,
344,20251023-0349,頭頸部扁平上皮癌,HNSCC,IDI,定性,医師,腫瘍内科,1,FALSE,頭頸部がんを専門とする耳鼻咽喉科医または口腔顎顔面外科医 。インターベンショナル・ラジオロジスト、インターベンショナル・ニューロラジオロジスト、頭頸部癌の経験を有する頭頸部診断放射線科医。頭頸部がんの経験を持つ放射線腫瘍科医。頭頸部がんの経験を持つ腫瘍内科医。,,キャンドゥ,,Holden,,X08054178,2023/9/1 0:00,大塚,
345,20251023-0350,外科手術用製品のパッケージングに係る調査,Packaging for surgical-use products,IDI,定性,医師,外科,2,FALSE,病院訪問、外科手術用製品のパッケージングに係る調査,,,,Holden,,Y12001186,2024/12/1 0:00,大塚,
346,20251023-0351,外科手術用製品のパッケージングに係る調査,Packaging for surgical-use products,IDI,定性,看護師,,7,FALSE,病院訪問、外科手術用製品のパッケージングに係る調査,,,,Holden,,Y12001186,2024/12/1 0:00,大塚,
347,20251023-0352,外科手術用製品のパッケージングに係る調査,Packaging for surgical-use products,IDI,定性,その他(S＆Rアソシエイト),,2,FALSE,病院訪問、外科手術用製品のパッケージングに係る調査,,,,Holden,,Y12001186,2024/12/1 0:00,大塚,
348,20251023-0353,外科手術用製品のパッケージングに係る調査,Packaging for surgical-use products,IDI,定性,その他(マテリアルマネジャー),,2,FALSE,病院訪問、外科手術用製品のパッケージングに係る調査,,,,Holden,,Y12001186,2024/12/1 0:00,大塚,
349,20251023-0354,外科手術用製品のパッケージングに係る調査,Packaging for surgical-use products,IDI,定性,その他(サプライルームマネジャー),,1,FALSE,病院訪問、外科手術用製品のパッケージングに係る調査,,,,Holden,,Y12001186,2024/12/1 0:00,大塚,
350,20251023-0355,自閉スペクトラム症,ASD,Webアンケート,定量,医師,消化器内科、一般内科、腫瘍内科、消化器外科、一般外科,30,FALSE,過去3ヵ月に0~17歳自閉スペクトラム症 (ASD)患者を20人以上診療,,日経BP,,Holden,,Y12057267,2025/1/1 0:00,大塚,
351,20251023-0356,転移性大腸がん,mCRC,Webアンケート,定量,医師,腫瘍内科、血液腫瘍内科,5,FALSE,転移性大腸がん患者を6人以上診療,,日経BP,,Holden,,Y11083167,2024/11/1 0:00,大塚,
352,20251023-0357,転移性大腸がん,mCRC,Webアンケート,定量,医師,消化器内科,60,FALSE,転移性大腸がん患者を6人以上診療,,日経BP,,Holden,,Y11083167,2024/11/1 0:00,大塚,
353,20251023-0358,前立腺がん,Prostate cancer,Webアンケート,定量,医師,泌尿器科、泌尿器腫瘍科、放射線科、核医学科,,FALSE,過去3ヶ月で前立腺がん患者を15人以上。転移性去勢抵抗性前立腺がん患者を3人以上診療,,日経BP,,Holden,,Y12005267,2024/12/1 0:00,大塚,
354,20251023-0359,多発性骨髄腫,Multiple Myeloma,会場調査,定量,医師,腫瘍内科、血液内科、血液腫瘍内科,22,FALSE,多発性骨髄腫（症候性多発性骨髄腫）患者を10人以上診療。,,日経BP,,Holden,,Y07008225,2024/7/1 0:00,大塚,
355,20251023-0360,COPD,COPD,IDI,定性,患者,,8,FALSE,重症と診断されても、憎悪／再燃がなしという対象者のみ実績あり,,アスマーク,,The Planning Shop,,,2024/8/22 0:00,,
357,20251023-0362,COVID19予防薬,COVID-19 preventive medication,Webアンケート,定量,医師,,55,FALSE,過去12ヶ月に診療した造血器悪性腫瘍患者と過去2年以内に造血幹細胞移植を受けた患者の合計が40人以上,,,,,,,2025/6/24 0:00,,
360,20251023-0366,ATTR-CM アミロイドーシス,"ATTR, ATTR-CM",IDI,定性,医師,循環器科,7,FALSE,過去12ヵ月で3人以上のATTR-CMまたはhATTR-PNの患者を診ていること,,キャンドゥ,,MarketVision,,,2025/10/19 0:00,,
